Name,PDGA Number,Rating,Province,Career Events,Career Wins,Career Earnings,Tournament Year,Tournament Name,Division,Finish Position
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Pro 40+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Pro 40+,6
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,Triple Threat @ HP,Mixed Pro 40+,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Pro 40+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Pro 40+,9
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2023,Wallace River last Dash,Mixed Pro 40+,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2022,The Dreamaker Open II - Pros & Age Protected Ams,Pro Masters 40+,4
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2022,2nd Wicked Woods - NWT,Pro Masters 40+,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2022,Gold Eagle Open 2022 Driven by Innova,Pro Masters 40+,6
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2022,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Pro Masters 40+,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2022,The Iron Leaf,Pro Masters 40+,4
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2022,"The 2022 Christie Lake Spring Fling Sponsored by Dynamic Discs, a GDG $5K/$10K Event",Pro Masters 50+,5
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2022,"The S@W Open, presented by Covered By Jay & Peace Bridge DGF",Pro Masters 50+,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2022,The Rumble at The Raven's Nest II Powered By Iris Energy,Pro Masters 50+,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2022,"Limber Disc Golf Presents Falcon's Flight 13, Supported by Innova",Pro Masters 50+,7
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2021,Swan City Showdown,Open,8
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2021,The Tricycle Cup 3,Open,14
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2021,15th NIGHT OWL - NWT #1,Pro Masters 40+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2021,1st Wicked Woods dg tournament,Pro Masters 40+,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2021,24th RIVER CITY CUP brought to you by GANDER DISC GOLF,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2021,Foxwood Open,White,23
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2020,Challenge LFD Île de France #4 - Sevran,Open,8
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2020,Challenge Disc Golf LFD Ile de France #5 - Jablines,Open,5
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2020,Disc Golf Opale Open 2020,Open,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2020,Belgian NT1 - Braine-l'Alleud - Parc Bourdon,Pro Masters 50+,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2020,BELGIAN OPEN 2020 - Parc Bourdon - Braine-l'Alleud,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2019,13th Night Owl,Pro Masters 40+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2019,1st Skull Open by Deadly Discs,Pro Masters 40+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2019,2019 Lost Egg ~ Sponsored by Dynamic Discs,Pro Masters 40+,7
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2019,Spring Runoff 2019 - Powered by Prodigy,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2019,Alberta Open - 2019,Pro Masters 50+,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2019,Raven Springs Sasquatch Scramble,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2019,2019 Big Bear Classic Powered by Innova,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2019,EmBee Open sponsored by Latitude 64,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2019,"22nd ""River City Cup"" sponsored by Latitude 64",Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2018,11th Annual Night Owl,Pro Masters 40+,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2018,Prodigy Disc presents The Battle 2018,Pro Masters 40+,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2018,2018 Lifesport Alberta Open sponsored by Dynamic Discs,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2018,2018 Lifesport Big Bear Classic XX sponsored by Dynamic Discs,Pro Masters 50+,4
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2018,BC Open Driven by Innova - Pro,Pro Masters 50+,9
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2018,EmBee Open Sponsored by Westside Discs - GDG $5k/$10k Event,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2018,21st River City Cup presented by Discraft,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2018,2018 Lost Egg ~ Driven by Innova,Pro Masters 50+,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2018,Falcon's Flight powered by Prodigy,Pro Masters 50+,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2017,Night Owl - 10th annual,Masters,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2017,2017 Lost Egg,Masters,4
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2017,Dynamic Discs Glass Blown Open - National Tour,Grandmasters,17
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2017,The Battle of Central Alberta presented by Prodigy Disc,Grandmasters,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2017,6th Annual Isle of Mull,Grandmasters,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2017,River City Cup - 20th Anniversary,Grandmasters,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2017,Big Bear Classic presented by Dynamic Discs,Grandmasters,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2017,Prodigy Disc presents the Alberta Tour Championships,Grandmasters,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2016,9th Annual Night Owl,Masters,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2016,2016 Alberta Open,Masters,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2016,Falcons Flight,Masters,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2016,18th Big Bear Classic,Grandmasters,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2015,2015 River City Cup,Grandmasters,1
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2015,8th Annual Night Owl 2015,Grandmasters,4
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2015,17th Big Bear Classic,Grandmasters,4
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2015,The 2015 Lost Egg,Grandmasters,5
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2014,Big Bear,Masters,4
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2014,Falcon's Flight,Masters,2
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2013,1st Spring Seeding,Masters,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2013,15th Big Bear Classic,Masters,6
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2013,Knight Owl,Masters,3
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2013,16th River City Cup,Masters,4
Mike O'Keefe,58847,921,Nova Scotia,Not specified,Not specified,Not specified,2013,2013 Lost Egg,Masters,7
Robert Best,59959,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,,,,
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2024,HPDGC 2024 Club Opener Tournament,Mixed Pro 40+,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2023,2023 Winter Solstice Glow Tournament,Mixed Pro Open,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Pro 40+,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 HPCC: Sportwheels 3rd Annual Chain Smash,Open,2
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - Windsor,Pro Masters 40+,4
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2022,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Pro Masters 40+,6
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2021,Hammonds Plains 2021 Season Opener,Pro Masters 40+,2
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2020,Windsor Summer Slam,Pro Masters 40+,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2020,SPORTWHEELS 1st Annual Chain Smash,Pro Masters 40+,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2020,HP Club Championships,Pro Masters 40+,2
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2019,The 2019 Iron Leaf,Open,9
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2019,MDGA Tour Championships,Open,4
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2018,The Clifton Classic,Open,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2018,2nd Annual Winter Solstice Glow tournament,Advanced,4
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2017,Capital City Cup,Open,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2017,2017 Iron Leaf,Open,7
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2016,Capital City Clash,Open,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2015,Sackville Open,Open,4
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2015,Fredericton Open,Open,5
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2015,Pugwash Open,Open,4
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2015,Red Island Open,Open,5
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2015,Halifax Open,Open,4
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2015,Iron Leaf,Open,2
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2014,Sackville Open,Open,4
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2014,Elm City Open,Open,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2014,Maritime Championships,Open,5
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2014,2014 ODGC Capital Classic,Open,5
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2014,Harbourfest Open,Open,3
Mike Corbett,61981,905,Nova Scotia,Not specified,Not specified,Not specified,2014,The Iron Leaf,Open,4
John Ansara,70934,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Matt Church,74159,,Nova Scotia,Not specified,Not specified,Not specified,,,,
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,,,,
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2023,HPDGC 2023 Club Opener Powered by Prodigy,Mixed Amateur 40+,12
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - New Minas,Mixed Amateur 2,7
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2023,NSDGT - Hammonds Plains,Mixed Amateur 2,16
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2023,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Mixed Amateur 2,9
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2023,The Iron Leaf,Mixed Amateur 2,13
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 Canadian National Championships Presented by Play it Again Sports,Amateur Masters 40+,31
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - Hammonds Plains,Intermediate,12
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2022,NSDGT - Windsor,Intermediate,15
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2022,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Intermediate,12
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2022,2022 HPCC: Sportwheels 3rd Annual Chain Smash,Recreational,6
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Candiscgolf Nationals Satellite Atlantic FlickLine Tour presented by Chain Reaction Disc Golf #6,Amateur Masters 40+,16
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Hammonds Plains 2021 Season Opener,Intermediate,16
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2021,NSDGT - Windsor,Intermediate,15
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2021,NSDGT - Keppoch Mountain,Intermediate,5
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2021,"Hopyard Island Championships ""Powered by Prodigy """,Intermediate,12
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2021,"NSDGT - Tour Finale, Hammonds Plains & Windsor",Intermediate,15
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2021,Iron Leaf,Intermediate,9
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2020,"Island Championships - Chainsmoker Challenge ""Powered by Prodigy""",Intermediate,10
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2020,Windsor Summer Slam,Intermediate,13
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2020,2020 Sackville Showdown,Intermediate,11
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2020,SPORTWHEELS 1st Annual Chain Smash,Intermediate,12
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2020,2020 Atlantic Canadian Championships presented by Dynamic Discs,Intermediate,25
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2020,HP Club Championships,Intermediate,5
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2020,The 2020 Iron Leaf sponsored by the Landry Auto Group,Intermediate,10
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2019,Sackville Showdown,Intermediate,13
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2019,Capital City Cup,Intermediate,4
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2019,Canadian National Disc Golf Championships Powered By Innova Champion Discs,Intermediate,14
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2018,Sackville Showdown,Intermediate,11
Stephen Edwards,74973,830,Nova Scotia,Not specified,Not specified,Not specified,2018,Capital City Cup - Presented by Allstate Insurance,Intermediate,2
